firstname,gender,tokens
kevin,male,"['veri', 'nice', 'tool', 'use', 'everyday', 'lost', 'without', 'onli', 'thing', 'need', 'expand', 'loung', 'chair', 'beer', 'cooler', 'high', 'def', 'tv', 'expect', 'router', 'advertis', 'havent', 'opportun', 'use', 'yet', 'refurbish', 'item', 'appear', 'brand', 'new', 'save', 'retailon', 'complaint', 'deliveri', 'fedex', 'deliv', 'wrong', 'address', 'good', 'thing', 'honest', 'neighbor', 'great', 'deal', 'get', 'bonus', 'pack', 'order', 'onli', 'got', 'screwdriv', 'plier', 'packag', 'veri', 'mislead', 'unit', 'heavi', 'stout', 'definit', 'need', 'better', 'qualiti', 'mine', 'come', 'set', 'parallel', 'tablesaw', 'blade', 'matter', 'fact', 'wouldnt', 'even', 'adjust', 'parallel', 'without', 'disassembl', 'drill', 'hole', 'bigger', 'use', 'align', 'wouldnt', 'realli', 'notic', 'except', 'make', 'tenon', 'inch', 'long', 'correct', 'meant', 'take', 'whole', 'unit', 'apart', 'becaus', 'align', 'screw', 'bottom', 'access', 'top', 'also', 'measur', 'tape', 'useless', 'misappli', 'pointer', 'cant', 'slid', 'make', 'indic', 'cuttingremind', 'cheap', 'chines', 'made', 'tool', 'sold', 'ani', 'number', 'retail', 'solid', 'cheapli', 'made', 'thought', 'suppos', 'sunlight', 'give', 'illus', 'sunlight', 'lamp', 'fluoresc', 'light', 'bulb', 'downer', 'need', 'someth', 'illumin', 'feel', 'real', 'sunshin', 'expect', 'purchas', 'lamp', 'jigsaw', 'puzzl', 'tabl', 'huge', 'differ', 'make', 'compar', 'color', 'veri', 'easi', 'differ', 'regular', 'lamp', 'quit', 'notic', 'sorri', 'get', 'one', 'year', 'ago', 'great', 'lamp', 'purchas', 'elenco', 'sr3b', 'profession', 'solder', 'iron', 'becaus', 'onli', 'compar', 'weller', 'wp25', 'solder', 'iron', 'weller', 'wp25', 'weller', 'wp35', 'solder', 'tip', 'held', 'place', 'knurl', 'nut', 'tip', 'solder', 'iron', 'barrel', 'near', 'solder', 'iron', 'tip', 'repeat', 'use', 'knurl', 'nut', 'becom', 'oxid', 'corrod', 'becom', 'near', 'imposs', 'remov', 'elenco', 'sr3b', 'knurl', 'nut', 'near', 'end', 'handl', 'away', 'heat', 'element', 'away', 'solder', 'tip', 'mean', 'far', 'less', 'suscept', 'heat', 'cool', 'effect', 'heat', 'element', 'iron', 'knurl', 'nut', 'becom', 'far', 'less', 'oxid', 'corrod', 'like', 'weller', 'ungar', 'solder', 'ironsbefor', 'even', 'plug', 'new', 'solder', 'iron', 'first', 'time', 'alway', 'remov', 'knurl', 'nut', 'put', 'antis', 'compound', 'knurl', 'nut', 'thread', 'tighten', 'knurl', 'nut', 'also', 'put', 'flux', 'solder', 'iron', 'tip', 'befor', 'even', 'plug', 'first', 'time', 'plug', 'solder', 'iron', 'immedi', 'put', 'solder', 'tip', 'hold', 'melt', 'tip', 'becom', 'oxid', 'finish', 'solder', 'unplug', 'iron', 'wipe', 'spong', 'quick', 'add', 'solder', 'tip', 'tip', 'cool', 'point', 'melt', 'solder', 'ani', 'prevent', 'tip', 'becom', 'oxid', 'tip', 'cool', 'downth', 'onli', 'con', 'find', 'solder', 'iron', 'big', 'metal', 'ring', 'secur', 'handl', 'three', 'screw', 'ring', 'get', 'hot', 'burn', 'finger', 'touch', 'long', 'keep', 'finger', 'yellow', 'rubber', 'sleev', 'wont', 'ani', 'problem', 'weller', 'sl325', 'sl335', 'sl345', 'also', 'metal', 'socket', 'hold', 'heater', 'near', 'handl', 'burn', 'finger', 'weller', 'wp25', 'wp35', 'wp45', 'plastic', 'ring', 'hold', 'heater', 'stay', 'cool', 'touch', 'excel', 'iron', 'great', 'tip', 'doesnt', 'oxid', 'nice', 'prong', 'plug', 'metal', 'ring', 'held', 'handl', 'screw', 'get', 'veri', 'hot', 'bought', 'replac', 'latch', 'camper', 'plastic', 'cheap', 'last', 'even', 'one', 'camp', 'trip', 'broke', 'quick', 'bought', 'combin', 'alarm', 'instal', 'rental', 'propertiesthey', 'mount', 'veri', 'easili', 'antitamp', 'featur', 'incorpor', 'mount', 'like', 'use', 'three', 'alkalin', 'aa', 'cell', 'instead', '9v', 'batteri', 'voic', 'featur', 'nice', 'becaus', 'youll', 'know', 'whi', 'run', 'hous', 'without', 'think', 'bigger', 'standard', 'smoke', 'detector', 'diamet', 'vs', 'realli', 'dont', 'want', 'find', 'well', 'work', 'hand', 'best', 'swirl', 'remov', 'use', 'definit', 'pay', 'littl', 'goe', 'long', 'way', 'tri', 'minim', 'swirl', 'first', 'place', 'vehicl', 'poor', 'detail', 'remov', 'swirlsin', 'case', 'detail', 'polish', 'vehicl', 'leav', 'finish', 'nice', 'use', 'detail', 'odd', 'enough', 'use', 'product', 'lube', 'bicycl', 'chain', 'like', 'lube', 'dri', 'least', 'carrier', 'left', 'seem', 'attract', 'littl', 'dirt', 'chain', 'bicycl', 'lube', 'seem', 'draw', 'endless', 'debat', 'peopl', 'hobbi', 'bit', 'misinform', 'lot', 'thing', 'like', 'bear', 'preload', 'etc', 'tri', 'differ', 'product', 'time', 'bike', 'chain', 'allaround', 'best', 'farexcel', 'lubric', 'doesnt', 'bunch', 'chain', 'doesnt', 'draw', 'dirt', 'weather', 'resist', 'natur', 'fizzi', 'hair', 'love', 'heat', 'usual', 'finish', 'blow', 'dri', 'either', 'straighten', 'curl', 'frizz', 'use', 'morn', 'paul', 'mitchel', 'awapuii', 'shampoo', 'oh', 'man', 'befor', 'blow', 'dri', 'spray', 'hair', 'tresem', 'keratin', 'smooth', 'heat', 'protector', 'end', 'result', 'amaz', 'didnt', 'curl', 'becaus', 'want', 'volum', 'day', 'im', 'run', 'late', 'would', 'anyth', 'blow', 'dri', 'scalp', 'feel', 'cool', 'didnt', 'usual', 'sprinkl', 'dandruff', 'shoulder', 'done', 'style', 'high', 'recommend', 'condition', 'better', 'ani', 'dandruff', 'control', 'hair', 'product', 'ive', 'triedand', 'ive', 'tri', 'final', 'found', 'conidtion', 'perfect', 'hair', 'bought', 'targett', 'target', 'bc', 'hand', 'chap', 'couldnt', 'wait', 'mail', 'order', 'like', 'deal', 'snowpocalyps', 'bitter', 'cold', 'weather', 'paw', 'terribl', 'shape', 'usual', 'get', 'littl', 'dri', 'skin', 'winter', 'time', 'use', 'vaselin', 'men', 'past', 'howev', 'year', 'hand', 'broken', 'chap', 'theyv', 'bleedingth', 'vaselin', 'noth', 'burn', 'smell', 'realli', 'pungent', 'tri', 'lubriderm', 'avail', 'hand', 'end', 'greasi', 'smellyi', 'purchas', 'cetaphil', 'review', 'said', 'neither', 'greasi', 'smelli', 'ill', 'honest', 'didnt', 'expect', 'much', 'much', 'surpris', 'stuff', 'rock', 'dissolv', 'quick', 'doesnt', 'realli', 'smell', 'like', 'anyth', 'import', 'though', 'doesnt', 'burn', 'veri', 'sooth', 'paid', 'target', 'one', 'contain', 'right', 'far', 'price', 'well', 'worth', 'money', 'fantast', 'product', 'old', 'outdat', 'one', 'smell', 'differ', 'otherthey', 'suppos', 'samefor', 'paid', 'expect', 'better', 'servic', 'fine', 'ok', 'told', 'product', 'friend', 'actual', 'model', 'fantast', 'product', 'keep', 'shape', 'veri', 'well', 'without', 'make', 'hair', 'crispi', 'dryno', 'itchi', 'dryness', 'scalp', 'oili', 'feel', 'hair', 'veri', 'good', 'stylingth', 'trick', 'take', 'small', 'amount', 'size', 'pea', 'heat', 'activ', 'product', 'rub', 'two', 'hand', 'togeth', 'befor', 'applic', 'onli', 'small', 'amount', 'need', 'last', 'long', 'time', 'use', 'everi', 'day', 'lat', 'month', 'bad', 'great', 'product']"
kiana,female,"['u', 'straten', 'hair', 'lot', 'strainer', '4u', 'total', 'work', 'awesom', 'handl', 'hair', 'good', 'awesom']"
kimberley,female,"['yep', 'work', 'also', 'emf', 'sensit', 'help', 'determin', 'need', 'chang', 'home', 'make', 'livabl', 'hard', 'move', 'emf', 'around', 'us', 'wifi', 'sourc', 'bought', 'separ', 'emf', 'harmon', 'place', 'center', 'home', 'cant', 'say', 'enough', 'good', 'thing', 'chang', 'health', 'better', 'heart', 'palpit', 'headach', 'weird', 'anxieti', 'adrenalin', 'rush', 'chang', 'life']"
kimberly,female,"['dri', 'fast', 'slight', 'sticki', 'even', 'dri', 'price', 'cant', 'complain', 'order', 'anoth', 'product', 'like', 'better', 'simpli', 'becaus', 'half', 'cost', 'slight', 'sticki', 'dri', 'overal', 'pretti', 'good', 'order', 'yr', 'old', 'son', 'christma', 'becaus', 'one', 'young', 'kid', 'thought', 'veri', 'neat', 'love', 'good', 'qualiti', 'lot', 'enjoy', 'veri', 'cool', 'great', 'find', 'consid', 'ralph', 'lauren', 'discontinu', 'product', 'happi', 'found', 'becaus', 'favorit', 'thank', 'god', 'find', 'discontinu', 'perfum', 'curl', 'iron', 'hot', 'come', 'get', '500degre', 'max', 'temp', 'standard', 'home', 'oven', 'curl', 'definatley', 'hold', 'howev', 'iron', 'get', 'hot', 'literali', 'burn', 'hair', 'also', 'notic', 'hair', 'look', 'fabul', 'submiss', 'curl', 'smell', 'like', 'sing', 'smokey', 'even', 'heat', 'protect', 'addit', 'burn', 'bathroom', 'sink', 'left', 'scorch', 'mark', 'like', 'cigarett', 'would', 'hair', 'may', 'look', 'good', 'howev', 'may', 'healthi', 'befor', 'use', 'productpro', 'good', 'style', 'wig', 'hair', 'pieceswil', 'hold', 'curlcon', 'way', 'hot', 'natur', 'hair', 'darn', 'hot', 'actual', 'bought', 'two', 'girl', 'christma', 'love', 'mirror', 'sturdi', 'well', 'made', 'christma', 'present', 'havent', 'seen', 'hair', 'growth', 'yet', 'also', 'month', 'enjoy', 'product', 'make', 'hair', 'feel', 'great', 'great', 'product', 'use', 'product', 'site', 'week', 'nothinggot', 'sampl', 'med', 'spasaw', 'result', 'first', 'daymayb', 'price', 'low', 'becaus', 'old', 'batchwil', 'purchas', 'onlin', 'good', 'productbut', 'site']"
kirsten,female,"['order', 'product', 'tri', 'thought', 'go', 'bill', 'onc', 'use', 'product', 'made', 'hair', 'greasi', 'heavi', 'didnt', 'want', 'also', 'dont', 'believ', 'pay', 'product', 'last', 'day', 'longish', 'hair', 'month', 'later', 'charg', 'shipment', 'came', 'return', 'product', 'took', 'veri', 'long', 'time', 'stop', 'receiv', 'bill', 'answer', 'servic', 'take', 'forev', 'get', 'veri', 'annoy', 'experi', 'hassl', 'read', 'fine', 'print', 'order', 'make', 'sure', 'sign', 'lifetim', 'product', 'actual', 'like', 'product', 'scam', 'worst', 'product', 'ever', 'worst', 'custom', 'servic', 'ever']"
kitty,female,"['like', 'acid', 'burn', 'face', 'bad', 'bewar', 'peel', 'mask', 'itll', 'burn', 'burn']"
kristen,female,"['keep', 'hair', 'super', 'soft', 'frizz', 'free', 'detangl', 'day', 'love', 'love', 'love', 'smell', 'oh', 'mah', 'gosh', 'smell', 'good', 'enough', 'eat', 'eat', 'product', 'detangl', 'magician', 'like', 'product', 'line', 'person', 'shampoo', 'seem', 'moistur', 'hair', 'better', 'condition', 'use', 'togeth', 'hair', 'stay', 'shini', 'frizz', 'free', 'realli', 'work', 'good', 'tendanc', 'break', 'need', 'mositur', 'prevent', 'get', 'oili', 'product', 'perfect', 'use', 'everyday', 'wash', 'face', 'doe', 'leav', 'skin', 'kinda', 'whitepal', 'appli', 'makeup', 'right', 'allow', 'time', 'soak', 'recommend', 'love', 'doesnt', 'break', 'face', 'def', 'senist', 'skin']"
kristin,female,"['im', 'work', 'roof', 'use', '8mm', 'stapl', 'tack', 'paper', 'tack', 'hammer', 'jam', 'absolut', 'find', 'ani', 'way', 'clear', 'instruct', 'useless', 'say', 'squeez', 'stapl', 'end', 'remov', 'lock', 'pin', 'squeez', 'end', 'remov', 'chamber', 'except', 'end', 'doesnt', 'squeez', 'heck', 'refer', 'toit', 'great', 'idea', 'hammer', 'jam', 'useless', 'complet', 'frustrat', 'tool', 'best', 'makeup', 'spong', 'ever', 'brand', 'like', 'wish', 'still', 'sold', 'place', 'like', 'walmart', 'best', 'makeup', 'spong', 'bottl', 'receiv', 'pictur', 'descript', 'one', 'receiv', 'long', 'black', 'applic', 'tip', 'cap', 'specif', 'need', 'bottl', 'cap', 'seen', 'pictur', 'disappoint', 'frustrat', 'say', 'least', 'receiv', 'item', 'pictur', 'im', 'usual', 'opi', 'polish', 'addict', 'late', 'ive', 'get', 'littl', 'bubbl', 'top', 'coat', 'tri', 'new', 'top', 'coat', 'pleasant', 'surpris', 'bubbl', 'goe', 'quick', 'add', 'great', 'top', 'gloss', 'veri', 'satisfi', 'typic', 'use', 'garnier', 'fall', 'fight', 'tenth', 'cost', 'shampoo', 'say', 'believ', 'garnier', 'better', 'volum', 'hair', 'littl', 'garnier', 'dri', 'sideeffect', 'get', 'garnier', 'worth', 'would', 'rather', 'nice', 'shini', 'hair', 'minim', 'amount', 'volum', 'dri', 'damagedfeel', 'hair', 'volum', 'could', 'hard', 'brush', 'hair', 'use', 'straighten', 'would', 'glide', 'hair', 'smooth', 'next', 'morn', 'desper', 'volum', 'may', 'want', 'tri', 'need', 'littl', 'lift', 'tri', 'garnier', 'someth', 'healthi', 'qualiti', 'doesnt', 'rape', 'wallet', 'buy', 'onli', 'use', 'less', 'sever', 'stretch', 'mark', 'alreadi', 'fade', 'absolut', 'love', 'veri', 'thick', 'sticki', 'liquid', 'decid', 'use', 'one', 'daughter', 'extra', 'medicin', 'syring', 'get', 'instead', 'wait', 'forev', 'get', 'drop', 'work', 'perfect', 'spread', 'befor', 'rub', 'definit', 'purchas', 'love', 'love', 'love']"
kristina,female,"['well', 'lamont', 'hold', 'ani', 'negat', 'degre', 'face', 'toler', 'best', 'addit', 'silk', 'liner', 'youngstown', 'andor', 'well', 'lamont', 'warm', 'waterproof', '20f', 'silk', 'liner', 'enough', 'get', 'well', 'lamont', 'glove', 'doe', 'smell', 'anyth', 'like', 'elizabeth', 'arden', 'sunflow', 'mist', 'stink', 'must', 'knock', 'threw', 'mine', 'away', 'knock', 'like', 'condition', 'amaz', 'product', 'ive', 'tri', 'lot', 'differ', 'shampoo', 'one', 'far', 'best', 'line', 'add', 'water', 'shampoo', 'cut', 'buildup', 'give', 'extra', 'nowash', 'day', 'smell', 'great', 'make', 'hair', 'look', 'great', 'love', 'free', 'prime', 'ship', 'cost', 'next', 'day', 'arriv', 'product', 'worth', 'price', 'local', 'store', 'onli', 'get', 'hair', 'salon', 'price', 'almost', 'doubl', 'amazon', 'love', 'know', 'everyon', 'els', 'realli', 'good', 'product', 'frizz', 'static', 'end', 'stick', 'face', 'put', 'end', 'hair', 'wont', 'greasi', 'love', 'best', 'stuff', 'greasi', 'awesom', 'price', 'would', 'high', 'recommend', 'product', 'anyon', 'acn', 'uneven', 'skin', 'tone', 'first', 'afraid', 'use', 'becaus', 'burn', 'sound', 'fun', 'howev', 'realli', 'wasnt', 'bad', 'sensit', 'skin', 'easi', 'use', 'next', 'morn', 'face', 'still', 'oil', 'free', 'extrem', 'smooth', 'liter', 'shrunk', 'acn', 'overnight', 'ship', 'arriv', 'fair', 'fast', 'well', 'love', 'stuff', 'amaz']"
kristy,female,"['use', 'bosley', 'reviv', 'system', 'shampoo', 'condition', 'thicken', 'treatment', 'made', 'notic', 'differ', 'hair', 'great', 'hair', 'treatment', 'thin', 'hair']"
krystal,female,"['pair', 'glove', 'leather', 'wore', 'love', 'new', 'pair', 'nylon', 'honest', 'hate', 'comparison', 'leather', 'order', 'bionic', 'glove', 'order', 'leather', 'pretti', 'good', 'glove', 'great', 'price', 'howev', 'wish', 'descript', 'said', 'would', 'saw', 'thatthi', 'onli', 'use', 'one', 'time', 'great', 'price']"
krysten,female,"['love', 'one', 'person', 'could', 'realli', 'use', 'decad', 'hair', 'color', 'unless', 'one', 'practic', 'truli', 'unhealthi', 'hair', 'color', 'habit', 'overpow', 'smell', 'hair', 'left', 'soft', 'shini', 'healthier', 'look', 'befor', 'good', 'find', 'great', 'product', 'valu']"
kurt,male,"['sprocket', 'break', 'cabl', 'went', 'decid', 'tri', 'fix', 'open', 'exact', 'need', 'took', 'good', 'hour', 'disassembl', 'instal', 'part', 'end', 'trash', 'whole', 'thing', 'instal', 'cabl', 'system', 'wrong', 'second', 'garag', 'door', 'open', 'ran', 'befor', 'new', 'part', 'got', 'destroy', 'perform', 'admir', 'end', 'toss', 'whole', 'open', 'dumpster', 'bought', 'new', 'one', 'instal', 'use', 'tragedi', 'past', 'one', 'learn', 'tool', 'life', 'good', 'wife', 'car', 'nice', 'warm', 'garag', 'mine', 'sit', 'driveway', 'freezingoh', 'well', 'great', 'price', 'perfect', 'replac', 'old', 'liftmast', 'doubt', 'hose', 'clamp', 'defi', 'simpl', 'remov', 'tool', 'doe', 'use', 'sever', 'clamp', 'locat', 'imposs', 'posit', 'hose', 'clamp', 'plier', 'save', 'day', 'difficult', 'imposs', 'access', 'normal', 'plier', 'even', 'harder', 'manipul', 'mayhew', 'pro', 'must', 'tool', 'well', 'built', 'worth', 'price', 'mayhew', 'hose', 'clamp', 'plier', 'work']"
kyle,male,"['dont', 'realli', 'want', 'write', 'anyth', 'guess', 'good', 'would', 'recommend', 'friend', 'yo', 'first', 'someth', 'normal', 'simpl', 'straightforward', 'util', 'knife', 'requir', 'instruct', 'know', 'frustrat', 'somebodi', 'got', 'head', 'take', 'standard', 'design', 'make', '34better34', 'two', 'us', 'read', 'instruct', 'go', 'yellow', 'button', 'doe', 'releas', 'anyth', 'blade', 'slider', 'doe', 'slide', 'even', 'millimet', 'probabl', 'due', 'fact', 'packag', 'actual', 'insid', 'knife', 'wont', 'com', 'unless', 'someth', 'slide', 'releas', 'even', 'took', 'screw', 'hold', 'bodi', 'togeth', 'appar', 'one', 'hidden', 'someth', 'suppos', 'slide', 'releaseif', 'want', 'puzzl', 'buy', 'rubick', 'cube', 'least', 'solvabl', 'want', 'util', 'knife', 'im', 'sure', 'plenti', 'list', 'arent', '34improved34', 'design', 'unus', 'batteri', 'arriv', 'dead', 'took', 'apart', 'phone', 'fourth', 'iphon', 'batteri', 'swap', 'place', 'one', 'reassembl', 'would', 'onli', 'turn', 'plug', 'die', 'though', 'poor', 'job', 'instal', 'took', 'case', 'play', 'connect', 'back', 'wouldnt', 'work', 'lot', 'fiddl', 'instal', 'old', 'almost', 'dead', 'batteri', 'still', 'work', 'better', 'one', 'tool', 'cheap', 'tool', 'come', 'everi', 'kit', 'better', 'wors', 'one', 'youll', 'get', 'place', 'amazon', 'star', 'screw', 'driver', 'strip', 'quick', 'cheap', 'screw', 'driver', 'arriv', 'dead', 'stand', 'work', 'veri', 'well', 'complet', 'adjust', 'veri', 'small', 'item', 'perfect', 'anyth', 'larger', 'hand', 'would', 'strong', 'recommend', 'purchas', 'someth', 'bit', 'bigger', 'know', 'pictur', 'bit', 'mislead', 'small', 'devic', 'actual', 'ispro', 'work', 'well', 'object', 'appropri', 'size', 'size', 'hand', 'smallercon', 'smaller', 'expect', 'clip', 'touch', 'case', 'need', 'much', 'reach', 'good', 'price', 'would', 'recommend', 'someth', 'bit', 'bigger', 'hold', 'mailin', 'boxlik', 'want', 'mailman', 'cram', 'ton', 'mail', 'cramhol', 'awesom', 'mailbox', 'veri', 'nice', 'comb', 'like', 'use', 'clip', 'realli', 'nicemi', 'biggest', 'problem', 'realli', 'work', 'motion', 'get', 'open', 'even', 'slight', 'problem', 'use', 'usual', 'wet', 'hair', 'therefor', 'hand', 'near', 'imposs', 'open', 'becaus', 'slipperynot', 'bad', 'comb', 'practic', 'issu', 'work', 'like', 'nonstick', 'grip', 'switch', 'open', 'veri', 'nice', 'comb', 'hard', 'open', 'wax', 'kit', 'probabl', 'obnoxi', 'messi', 'wax', 'kit', 'ever', 'use', 'entir', 'life', 'stuff', 'smell', 'sort', 'nice', 'onli', 'good', 'part', 'wax', 'serious', 'messi', 'like', 'prepar', 'ugli', 'ugli', 'mess', 'would', 'definit', 'recommend', 'product', 'anyon', 'nope', 'ef', 'messi', 'yearold', 'develop', 'kp', 'cheek', 'arm', 'search', 'long', 'hard', 'product', 'would', 'work', 'sensit', 'skin', 'product', 'amaz', 'ive', 'use', 'regular', 'son', 'face', 'arm', 'two', 'year', 'kept', 'keratosi', 'pilari', 'bay', 'smooth', 'bump', 'allevi', 'associ', 'red', 'son', 'cheek', 'cant', 'say', 'enough', 'good', 'thing', 'kp', 'duti', 'amaz', 'toddler', 'kp', 'im', 'guy', 'terribl', 'get', 'girl', 'present', 'sent', 'sister', 'present', 'love', 'said', 'someth', 'would', 'pick', 'perfect', 'present', 'realli', 'awesom', 'qualiti', 'day', 'take', 'cours', 'along', 'exercis', 'proper', 'diet', 'feel', 'slight', 'notic', 'differ', 'mental', 'clariti', 'desir', 'product', 'timethank', 'great']"
lara,female,"['steel', 'ruler', 'ok', 'look', 'slide', 'rule', 'guess', 'dont', 'make', 'ani', 'look', 'slide', 'rule', 'enjoy', 'scent', 'wear', 'quit', 'often', 'get', 'compliment', 'friend', 'also', 'peer', 'smell', 'nice']"
larry,male,"['would', 'buy', 'anoth', 'suck', 'big', 'time', 'limit', 'cant', 'put', 'ani', 'thing', 'bigger', 'came', 'start', 'suck', 'suck', 'follow', 'direct', 'veri', 'close', 'mani', 'time', 'crank', 'tension', 'maximum', 'read', 'poundsi', 'powermat', 'pm1800', 'big', 'inch', 'band', 'saw', 'take', 'inch', 'blade', 'know', 'put', 'lot', 'tension', 'blade', 'thing', 'must', 'onli', 'work', 'littl', 'inch', 'blade', 'bought', 'use', 'resaw', 'take', 'wide', 'blade', 'thing', 'work', 'blade', 'stretch', 'know', 'inch', 'blade', 'stretch', 'lot', 'easier', 'inch', 'blade', 'invent', 'gaug', 'work', 'bend', 'blade', 'ie', 'use', 'point', 'see', 'much', 'flex', 'blade', 'doe', 'work', 'work', 'advertis', 'end', 'throw', 'away', 'didnt', 'even', 'want', 'wast', 'time', 'return', 'work', 'receiv', 'yesterday', 'instal', 'today', 'right', 'befor', 'take', 'shower', 'front', 'admit', 'love', 'take', 'shower', 'veri', 'hot', 'water', 'wife', 'tell', 'get', 'shower', 'love', 'thing', 'didnt', 'know', 'could', 'still', 'buy', 'shower', 'head', 'allow', 'control', 'much', 'water', 'come', 'one', 'tree', 'hugger', 'want', 'great', 'shower', 'lot', 'water', 'one', 'took', 'minut', 'chang', 'old', 'one', 'one', 'go', 'trash', 'belong', 'thank', 'kingston', 'make', 'shower', 'head', 'work', 'tree', 'hugger', 'bewar', 'mani', 'review', 'bought', 'saw', 'base', 'read', 'veri', 'veri', 'nice', 'onli', 'problem', 'packag', 'dewalt', 'seem', 'damag', 'good', 'pack', 'third', 'tool', 'dewalt', 'amazon', 'last', 'month', 'purchas', 'three', 'came', 'damag', 'cosmet', 'damag', 'overal', 'great', 'tool', '1st', 'scroll', 'saw', 'purchas', 'laser', 'level', 'outdoor', 'even', 'brightlylit', 'room', 'may', 'hard', 'see', 'line', 'time', 'red', 'glass', 'remov', 'light', 'wavelength', 'leav', 'onli', 'red', 'spectrum', 'see', 'lazer', 'three', 'time', 'far', 'use', 'pump', 'sever', 'year', 'alway', 'go', 'back', 'buy', 'anoth', 'oneeasi', 'instal', 'connect', 'good', 'pump', 'use', 'year', 'work', 'wonder', 'use', 'feet', 'sure', 'made', 'differencea', 'lot', 'less', 'cost', 'use', 'great', 'need']"
laura,female,"['veri', 'effect', 'tape', 'weather', 'strip', 'use', 'doubl', 'hung', 'window', 'new', 'apart', 'cold', 'air', 'seep', 'two', 'window', 'veri', 'flexibl', 'spong', 'tape', 'easili', 'fill', 'gap', 'air', 'come', 'spong', 'rubber', 'tape', 'found', 'popup', 'hair', 'brush', 'target', 'love', 'thought', 'lost', 'mine', 'went', 'counti', 'look', 'store', 'product', 'couldnt', 'fine', 'anyth', 'realiz', 'check', 'amazonloland', 'cours', 'onc', 'order', 'thesemin', 'magic', 'show', 'dressergo', 'figurei', 'order', 'pack', 'make', 'sure', 'never', '34lose34', 'one', 'haha', 'thought', 'lost', 'mine', 'hair', 'finicki', 'coars', 'natur', 'product', 'great', 'smell', 'nice', 'leav', 'hair', 'soft', 'smooth', 'great', 'product', 'love', 'shampoo', 'littl', 'goe', 'long', 'way', 'get', 'nice', 'sudsi', 'wash', 'easili', 'doe', 'heavi', 'scent', 'either', 'best', 'dog', 'shampoo', 'kind', 'blush', 'pink', 'color', 'love', 'one', 'coral', 'doesnt', 'seem', 'amount', 'pigment', 'veri', 'subtl', 'still', 'like', 'cream', 'powder', 'feel', 'blush', 'buildabl', 'care', 'becom', 'cakey', 'okay', 'ive', 'use', 'spornett', 'year', 'given', 'three', 'daughter', 'brush', 'feel', 'best', 'hair', 'brush', 'best', 'brush', 'ever', 'love', 'stuff', 'awesom', 'light', 'liquid', 'makeup', 'pore', 'minim', 'powder', 'bronzer', 'look', 'marvel', 'look', 'marvel', 'darl', 'suffer', 'small', 'crack', 'split', 'fingertip', 'quit', 'time', 'bought', 'cream', 'read', 'onlin', 'research', 'im', 'glad', 'tri', 'bandaid', 'sleep', 'fingertip', 'wrap', 'plastic', 'wrap', 'various', 'cream', 'lotion', 'basic', 'lotion', 'antifung', 'cream', 'etc', 'noth', 'realli', 'help', 'day', 'appli', 'cream', 'mani', 'time', 'per', 'day', 'small', 'pain', 'crack', 'heal', 'sinc', 'time', 'crack', 'split', 'appear', 'begin', 'coupl', 'applic', 'prevent', 'split', 'becom', 'pain', 'strang', 'textur', 'almost', 'waxi', 'odor', 'color', 'worth', 'thank', 'stuff', 'use', 'onli', 'onc', 'help', 'clean', 'mother', 'care', 'becam', 'difficult', 'complet', 'shower', 'question', 'hard', 'find', 'help', 'caregiv', 'wonder', 'product', 'ani', 'hair', 'type', 'hair', 'process', 'break', 'bleach', 'brought', 'back', 'life', 'roommat', 'also', 'use', 'product', 'unbleach', 'hair', 'love', 'well', 'amaz', 'awesom', 'hairspray8230i', 'use', 'daughter', 'spray', 'tooth', 'fairi', 'money', 'broken', 'type', 'clog', 'get', 'warm', 'water', 'pump', 'actual', 'broken', 'wasnt', 'hard', 'like', 'enough', 'buy', 'cheap', 'buy', 'would', 'definit', 'buy', 'one', 'back', 'good', 'first', 'time', 'use', 'pump', 'broke', 'henna', 'last', 'due', 'short', 'hair', 'mix', 'natur', 'perman', 'red', 'get', 'veri', 'red', 'neon', 'hair', 'like', 'price', 'good', 'doesnt', 'sting', 'ani', 'part', 'much', 'conveni', 'natur', 'henna', 'dont', 'mind', 'chemic', 'love', 'stuff']"
